timestamp,open,high,low,close
09:30,5000,5001,4999,5000
09:31,5020,5021,5019,5020
09:32,5005,5006,5004,5005
09:33,5018,5019,5017,5018
09:34,5002,5003,5001,5002
09:35,5015,5016,5014,5015
09:36,5000,5001,4999,5000
09:37,5020,5021,5019,5020
09:38,5008,5009,5007,5008
09:39,5012,5013,5011,5012
09:40,5001,5002,5000,5001
09:41,5019,5020,5018,5019
09:42,5006,5007,5005,5006
09:43,5014,5015,5013,5014
09:44,5020,5021,5019,5020
09:45,5020.71,5020.74,5020.44,5020.55
09:46,5021.33,5022.01,5020.44,5021.09
09:47,5021.62,5021.65,5021.41,5021.63
09:48,5021.85,5022.05,5021.2,5021.88
09:49,5022.25,5022.84,5021.44,5021.96
09:50,5022.8,5023.5,5022.46,5022.59
09:51,5023.56,5023.9,5023.47,5023.32
09:52,5024.2,5024.8,5023.39,5024.33
09:53,5024.96,5025.94,5024.58,5024.99
09:54,5025.86,5026.48,5025.0,5025.9
09:55,5026.67,5026.71,5026.44,5026.54
09:56,5026.8,5027.04,5026.7,5026.67
09:57,5027.38,5027.75,5027.01,5027.21
09:58,5027.62,5028.56,5026.97,5027.68
09:59,5028.02,5028.75,5027.86,5027.95
10:00,5028.94,5029.58,5028.38,5029.05
10:01,5029.93,5030.7,5029.7,5029.65
10:02,5030.1,5030.37,5029.89,5030.36
10:03,5031.26,5031.58,5030.61,5031.2
10:04,5032.13,5032.59,5031.87,5031.98
10:05,5032.63,5032.89,5032.05,5032.87
10:06,5033.39,5033.61,5032.39,5033.39
10:07,5033.67,5033.71,5033.56,5033.74
10:08,5034.58,5035.0,5034.51,5034.51
10:09,5035.5,5036.03,5034.53,5035.72
10:10,5035.93,5036.65,5035.25,5035.95
10:11,5036.36,5037.01,5036.25,5036.33
10:12,5036.89,5037.84,5036.01,5036.75
10:13,5037.35,5037.53,5036.43,5037.57
10:14,5038.01,5038.65,5037.4,5037.8
10:15,5038.61,5039.15,5037.83,5038.63
10:16,5038.83,5039.15,5038.81,5039.09
10:17,5039.99,5040.82,5039.68,5039.72
10:18,5040.63,5041.57,5040.54,5040.62
10:19,5040.87,5041.63,5040.11,5040.65
10:20,5041.23,5041.78,5040.97,5041.45
10:21,5041.99,5042.2,5041.45,5042.13
10:22,5042.49,5042.8,5041.5,5042.58
10:23,5043.13,5043.65,5043.01,5042.97
10:24,5043.44,5044.03,5043.21,5043.27
10:25,5043.12,5043.35,5042.21,5043.33
10:26,5042.87,5043.53,5042.65,5042.64
10:27,5042.96,5043.44,5042.18,5043.15
10:28,5042.64,5043.07,5042.22,5042.62
10:29,5042.9,5043.88,5042.8,5042.84
10:30,5043.03,5043.28,5042.84,5043.0
10:31,5042.77,5043.02,5041.85,5042.74
